190,d_basic_pos,1608112688,0
191,d_basic_neg,1608112688,0
192,d_basic_zero,1608112688,0
193,d_basic_onlypos,1608112688,0
194,d_basic_onlyneg,1608112688,0
195,d_basic_onlyzero,1608112688,0
196,d_intmax,1608112688,0
197,d_intmin,1608112688,0
198,d_width_pos_fits,1608112688,0
199,d_width_neg_fits,1608112688,0
200,d_width_zero_fits,1608112688,0
201,d_width_pos_exactfit,1608112688,0
202,d_width_neg_exactfit,1608112688,0
203,d_width_pos_nofit,1608112688,0
204,d_width_neg_nofit,1608112688,0
205,d_width_pos_fits_lj,1608112688,0
206,d_width_neg_fits_lj,1608112688,0
207,d_width_zero_fits_lj,1608112688,0
208,d_width_pos_exactfit_lj,1608112688,0
209,d_width_neg_exactfit_lj,1608112688,0
210,d_width_pos_nofit_lj,1608112688,0
211,d_width_neg_nofit_lj,1608112688,0
212,d_prec_fits_pos,1608112237,1608112688
213,d_prec_fits_neg,0,1608112688
214,d_prec_fits_zero,1608112237,1608112688
215,d_prec_exactfit_pos,1608112688,0
216,d_prec_exactfit_neg,1608112688,0
217,d_prec_nofit_pos,1608112688,0
218,d_prec_nofit_neg,1608112688,0
219,d_zp_pos_fits,1608112688,0
220,d_zp_neg_fits,0,1608112688
221,d_zp_zero_fits,1608112688,0
222,d_zp_pos_exactfit,1608112688,0
223,d_zp_neg_exactfit,1608112688,0
224,d_zp_neg_minus1fit,1608112688,0
225,d_prec_width_fit_fit_pos,1608112237,1608112688
226,d_prec_width_fit_fit_neg,0,1608112688
227,d_prec_width_fit_fit_zero,1608112237,1608112688
228,d_prec_width_nofit_fit_pos,1608112688,0
229,d_prec_width_nofit_fit_neg,1608112688,0
230,d_prec_width_fit_nofit_pos,1608112237,1608112688
231,d_prec_width_fit_nofit_neg,0,1608112688
232,d_prec_width_nofit_nofit_pos,1608112688,0
233,d_prec_width_nofit_nofit_neg,1608112688,0
234,d_prec_width_fit_fit_pos_lj,0,1608112688
235,d_prec_width_fit_fit_neg_lj,0,1608112688
236,d_prec_width_fit_fit_zero_lj,1608112237,1608112688
237,d_prec_width_nofit_fit_pos_lj,1608112688,0
238,d_prec_width_nofit_fit_neg_lj,1608112688,0
239,d_prec_width_fit_nofit_pos_lj,0,1608112688
240,d_prec_width_fit_nofit_neg_lj,0,1608112688
241,d_prec_width_nofit_nofit_pos_lj,1608112688,0
242,d_prec_width_nofit_nofit_neg_lj,1608112688,0
243,d_prec_width_ff_pos_zp,1608112237,1608112688
244,d_prec_width_ff_neg_zp,0,1608112688
245,d_prec_width_ff_zero_zp,1608112237,1608112688
246,d_prec_width_nf_pos_zp,1608112688,0
247,d_prec_width_nf_neg_zp,1608112688,0
248,d_prec_width_fn_pos_zp,1608112237,1608112688
249,d_prec_width_fn_neg_zp,0,1608112688
250,d_prec_width_nn_pos_zp,1608112688,0
251,d_prec_width_nn_neg_zp,1608112688,0
252,d_prec_width_ff_pos_lj_zp_ignoreflag,0,1608112688
253,d_prec_width_ff_neg_ljzp_ignoreflag,0,1608112688
254,d_prec_width_ff_zero_ljzp_ignoreflag,1608112237,1608112688
255,d_prec_width_nf_pos_ljzp_ignoreflag,1608112688,0
256,d_prec_width_nf_neg_ljzp_ignoreflag,1608112688,0
257,d_prec_width_fn_pos_ljzp_ignoreflag,0,1608112688
258,d_prec_width_fn_neg_ljzp_ignoreflag,0,1608112688
259,d_prec_width_nn_pos_ljzp_ignoreflag,1608112688,0
260,d_prec_width_nn_neg_ljzp_ignoreflag,1608112688,0
261,d_prec0val0_basic,0,1608112688
262,d_prec0val0_implicit,0,1608112688
263,d_prec0val0_w,0,1608112688
264,d_prec0val0_w_impl,0,1608112688
265,d_prec0val0_wlj,0,1608112688
266,d_prec0val0_wlj_impl,0,1608112688
267,i_basic_pos,1608112688,0
268,i_basic_neg,1608112688,0
269,i_basic_zero,1608112688,0
270,i_basic_onlypos,1608112688,0
271,i_basic_onlyneg,1608112688,0
272,i_basic_onlyzero,1608112688,0
273,i_intmax,1608112688,0
274,i_intmin,1608112688,0
275,i_width_pos_fits,1608112688,0
276,i_width_neg_fits,1608112688,0
277,i_width_zero_fits,1608112688,0
278,i_width_pos_exactfit,1608112688,0
279,i_width_neg_exactfit,1608112688,0
280,i_width_pos_nofit,1608112688,0
281,i_width_neg_nofit,1608112688,0
282,i_width_pos_fits_lj,1608112688,0
283,i_width_neg_fits_lj,1608112688,0
284,i_width_zero_fits_lj,1608112688,0
285,i_width_pos_exactfit_lj,1608112688,0
286,i_width_neg_exactfit_lj,1608112688,0
287,i_width_pos_nofit_lj,1608112688,0
288,i_width_neg_nofit_lj,1608112688,0
289,i_prec_fits_pos,1608112237,1608112688
290,i_prec_fits_neg,0,1608112688
291,i_prec_fits_zero,1608112237,1608112688
292,i_prec_exactfit_pos,1608112688,0
293,i_prec_exactfit_neg,1608112688,0
294,i_prec_nofit_pos,1608112688,0
295,i_prec_nofit_neg,1608112688,0
296,i_zp_pos_fits,1608112688,0
297,i_zp_neg_fits,0,1608112688
298,i_zp_zero_fits,1608112688,0
299,i_zp_pos_exactfit,1608112688,0
300,i_zp_neg_exactfit,1608112688,0
301,i_zp_neg_minus1fit,1608112688,0
302,i_prec_width_fit_fit_pos,1608112237,1608112688
303,i_prec_width_fit_fit_neg,0,1608112688
304,i_prec_width_fit_fit_zero,1608112237,1608112688
305,i_prec_width_nofit_fit_pos,1608112688,0
306,i_prec_width_nofit_fit_neg,1608112688,0
307,i_prec_width_fit_nofit_pos,1608112237,1608112688
308,i_prec_width_fit_nofit_neg,0,1608112688
309,i_prec_width_nofit_nofit_pos,1608112688,0
310,i_prec_width_nofit_nofit_neg,1608112688,0
311,i_prec_width_fit_fit_pos_lj,0,1608112688
312,i_prec_width_fit_fit_neg_lj,0,1608112688
313,i_prec_width_fit_fit_zero_lj,1608112237,1608112688
314,i_prec_width_nofit_fit_pos_lj,1608112688,0
315,i_prec_width_nofit_fit_neg_lj,1608112688,0
316,i_prec_width_fit_nofit_pos_lj,0,1608112688
317,i_prec_width_fit_nofit_neg_lj,0,1608112688
318,i_prec_width_nofit_nofit_pos_lj,1608112688,0
319,i_prec_width_nofit_nofit_neg_lj,1608112688,0
320,i_prec_width_ff_pos_zp,1608112237,1608112688
321,i_prec_width_ff_neg_zp,0,1608112688
322,i_prec_width_ff_zero_zp,1608112237,1608112688
323,i_prec_width_nf_pos_zp,1608112688,0
324,i_prec_width_nf_neg_zp,1608112688,0
325,i_prec_width_fn_pos_zp,1608112237,1608112688
326,i_prec_width_fn_neg_zp,0,1608112688
327,i_prec_width_nn_pos_zp,1608112688,0
328,i_prec_width_nn_neg_zp,1608112688,0
329,i_prec_width_ff_pos_lj_zp_ignoreflag,0,1608112688
330,i_prec_width_ff_neg_ljzp_ignoreflag,0,1608112688
331,i_prec_width_ff_zero_ljzp_ignoreflag,1608112237,1608112688
332,i_prec_width_nf_pos_ljzp_ignoreflag,1608112688,0
333,i_prec_width_nf_neg_ljzp_ignoreflag,1608112688,0
334,i_prec_width_fn_pos_ljzp_ignoreflag,0,1608112688
335,i_prec_width_fn_neg_ljzp_ignoreflag,0,1608112688
336,i_prec_width_nn_pos_ljzp_ignoreflag,1608112688,0
337,i_prec_width_nn_neg_ljzp_ignoreflag,1608112688,0
338,i_prec0val0_basic,0,1608112688
339,i_prec0val0_implicit,0,1608112688
340,i_prec0val0_w,0,1608112688
341,i_prec0val0_w_impl,0,1608112688
342,i_prec0val0_wlj,0,1608112688
343,i_prec0val0_wlj_impl,0,1608112688
4186,d_neg_prec_star_01,1608112688,0
4187,d_neg_prec_star_02,1608112688,0
4188,d_neg_prec_star_03,1608112688,0
